pid,pid_name
14B23C02,Conceptronic C54RU v2 802.11bg Wireless Adapter [Ralink RT2571]
14B23C05,rt2570 802.11g WLAN
14B23C06,Conceptronic C300RU v1 802.11bgn Wireless Adapter [Ralink RT2870]
14B23C07,802.11n adapter
14B23C09,802.11n adapter
14B23C22,Conceptronic C54RU v3 802.11bg Wireless Adapter [Ralink RT2571W]
14B23C23,Airlink101 AWLL6080 802.11bgn Wireless Adapter [Ralink RT2870]
14B23C24,NEC NP01LM 802.11abg Wireless Adapter [Ralink RT2571W]
14B23C25,DrayTek Vigor N61 802.11bgn Wireless Adapter [Ralink RT2870]
14B23C27,Airlink101 AWLL6070 802.11bgn Wireless Adapter [Ralink RT2770]
14B23C28,Conceptronic C300RU v2 802.11bgn Wireless Adapter [Ralink RT2770]
14B23C2B,NEC NP02LM 802.11bgn Wireless Adapter [Ralink RT3072]
14B23C2C,Keebox W150NU 802.11bgn Wireless Adapter [Ralink RT3070]
14C20250,Storage Adapter V2
14C20350,Storage Adapter V2
14CD121C,microSD card reader
14CD123A,SD/MMC/RS-MMC Card Reader
14CD125C,SD card reader
14CD127B,SDXC Reader
14CD6116,M6116 SATA Bridge
14CD6600,USB 2.0 IDE DEVICE
14CD6700,Card Reader
14CD6900,Card Reader
14CD8123,SD MMC Reader
14CD8125,SD MMC Reader
14DD1007,D2CIM-VUSB KVM connector
14E15000,PenMount 5000 Touch Controller
14EAAB10,GW-US54GZ
14EAAB11,GU-1000T
14EAAB13,GW-US54Mini 802.11bg
14ED29B6,X2u Adapter
14F70001,SkyStar 2 HD CI
14F70002,SkyStar 2 HD CI
14F70003,CableStar Combo HD CI
14F70004,AirStar TeleStick 2
14F70500,DVB-PC TV Star HD
15099242,eHome Infrared Transceiver
15130444,medMobile
15142003,FlashPro3 Programmer
15142004,FlashPro3 Programmer
15142005,FlashPro3 Programmer
15161603,Flash Drive
15168628,Pen Drive
15180001,HDReye High Dynamic Range Camera
15180002,HDReye (before firmware loads)
15246680,UTS 6680
15270200,YAP Phone (no firmware)
15270201,YAP Phone
15293100,CDMA 1xRTT USB Modem (U-100/105/200/300/520)
152D0539,JMS539 SuperSpeed SATA II 3.0G Bridge
152D2329,JM20329 SATA Bridge
152D2335,ATA/ATAPI Bridge
152D2336,Hard Disk Drive
152D2337,ATA/ATAPI Bridge
152D2338,JM20337 Hi-Speed USB to SATA & PATA Combo Bridge
152D2339,JM20339 SATA Bridge
152D2352,ATA/ATAPI Bridge
152D2509,JMS539 SuperSpeed SATA II 3.0G Bridge
152E2507,PL-2507 IDE Controller
152EE001,GSA-5120D DVD-RW
15320001,RZ01-020300 Optical Mouse [Diamondback]
15320003,Krait Mouse
15320007,DeathAdder Mouse
15320013,Orochi mouse
15320016,DeathAdder Mouse
15320017,RZ01-0035 Laser Gaming Mouse [Imperator]
1532001C,RZ01-0036 Optical Gaming Mouse [Abyssus]
15320024,Razer Mamba
15320036,RZ01-0075, Gaming Mouse [Naga Hex]
15320101,Copperhead Mouse
15320102,Tarantula Keyboard
15320109,Lycosa Keyboard
15320300,RZ06-0063 Motion Sensing Controllers [Hydra]
15471000,SG-Lock[U2]
154A8180,CARD STAR/medic2
154B0010,USB 2.0 Flash Drive
154B004D,8 GB Flash Drive
154B0057,32GB Micro Slide Attache Flash Drive
154B6545,FD Device
154E3000,Marantz RC9001 Remote Control
15545010,PV-D231U(RN)-F [PixelView PlayTV SBTVD Full-Seg]
15570002,model 01 WiFi interface
15570003,model 01 Bluetooth interface
15570A80,Gobi Wireless Modem (QDL mode)
15577720,model 01+ Ethernet
15578150,model 01 Ethernet interface
157E3006,TEW-444UB EU [TRENDnet]
157E3007,TEW-444UB EU (no firmware)
157E300A,TEW-429UB 802.11bg
157E300B,TEW-429UB 802.11bg
157E300C,TEW-429UF A1 802.11bg Wireless Adapter [ZyDAS ZD1211B]
157E300D,TEW-429UB C1 802.11bg
157E300E,SMC SMCWUSB-N 802.11bgn 2x2:2 Wireless Adapter [Ralink RT2870]
157E3012,TEW-604UB 802.11bg Wireless Adapter [Atheros AR5523]
157E3013,TEW-645UB 802.11bgn 1x2:2 Wireless Adapter [Ralink RT2770]
157E3204,Allnet ALL0298 v2 802.11bg
157E3205,Allnet ALL0283 [AR5523]
157E3206,Allnet ALL0283 [AR5523](no firmware)
157E3207,TEW-509UB A1 802.11abg Wireless Adapter [ZyDAS ZD1211]
157E3208,TEW-509UB 1.1R 802.11abg Wireless Adapter
15826003,WL-430U 802.11bg
158E0820,SmartPocket Class Device
15A2003B,USB2CAN Application for ColdFire DEMOJM board
15A20042,OSBDM - Debug Port
15A2004F,i.MX28 SystemOnChip in RecoveryMode
15A20052,i.MX50 SystemOnChip in RecoveryMode
15A20054,i.MX6Q SystemOnChip in RecoveryMode
15A41000,AF9015/AF9035 DVB-T stick
15A41001,AF9015/AF9035 DVB-T stick
15A41336,SDHC/MicroSD/MMC/MS/M2/CF/XD Flash Card Reader
15A49015,AF9015 DVB-T USB2.0 stick
15A49016,AF9015 DVB-T USB2.0 stick
15A90002,SparkLAN WL-682 802.11bg Wireless Adapter [Intersil ISL3887]
15A90004,WUBR-177G [Ralink RT2571W]
15A90006,Wireless 11n USB Adapter
15A90010,802.11n USB Wireless Card
15A90012,WUBR-208N 802.11abgn Wireless Adapter [Ralink RT2870]
15BA0003,OpenOCD JTAG
15BA0004,OpenOCD JTAG TINY
15BA002A,ARM-USB-TINY-H JTAG interface
15BA002B,ARM-USB-OCD-H JTAG+RS232
15C00001,2M pixel Microscope Camera
15C00002,3M pixel Microscope Camera
15C00003,1.3M pixel Microscope Camera (mono)
15C00004,1.3M pixel Microscope Camera (colour)
15C00005,3M pixel Microscope Camera (Mk 2)
15C00006,2M pixel Microscope Camera (with capture button)
15C00007,3M pixel Microscope Camera (with capture button)
15C00008,1.3M pixel Microscope Camera (colour, with capture button)
15C00009,1.3M pixel Microscope Camera (colour, with capture button)
15C0000A,2M pixel Microscope Camera (Mk 2)
15C00010,1.3M pixel Tinycam
15C00101,3M pixel Microscope Camera
15C20036,LC16M VFD Display/IR Receiver
15C20038,GD01 MX LCD Display/IR Receiver
15C2FFDA,iMON PAD Remote Controller
15C2FFDC,iMON PAD Remote Controller
15C50008,WL532U 802.11g Adapter
15C61000,DigistimSP (cold)
15C61001,DigistimSP (warm)
15C61002,DigimapSP USB (cold)
15C61003,DigimapSP USB (warm)
15C61004,DigistimSP (cold)
15C61005,DigistimSP (warm)
15C61100,Odyssee (cold)
15C61101,Odyssee (warm)
15C61200,Digispy
15C83201,EVER EV-W100/EV-W250
15CA00C3,Mini Optical Mouse
15CA0101,MIDI Interface cable
15CA1806,MIDI Interface cable
15D90A33,Optical Mouse
15D90A37,Mouse
15D90A41,MI-2540D [Optical mouse]
15D90A4C,USB+PS/2 Optical Mouse
15D90A4D,Optical Mouse
15E12007,RSA SecurID (R) Authenticator
15E40024,Mixtrack
15E89100,NUB100 Ethernet [pegasus]
15E89110,10/100 USB Ethernet
15E904CE,MemoryFrame MF-570
15E91968,MemoryFrame MF-570
15E91969,Digital Frame
15F40001,HanfTek UMT-010 USB2.0 DVB-T (cold)
15F40025,HanfTek UMT-010 USB2.0 DVB-T (warm)
16048000,US-428 Audio/Midi Controller (without fw)
16048001,US-428 Audio/Midi Controller
16048004,US-224 Audio/Midi Controller (without fw)
16048005,US-224 Audio/Midi Controller
16048006,US-122 Audio/Midi Interface (without fw)
16048007,US-122 Audio/Midi Interface
16060002,Astra 1236U Scanner
16060010,Astra 1220U
16060030,Astra 1600U/2000U
16060050,Scanner
16060060,Astra 3400/3450
16060070,Astra 4400/4450
16060130,Astra 2100U
16060160,Astra 5400U
16060170,Uniscan D50
16060230,Astra 2200/2200SU
16060350,Astra 4800/4850 Scanner
16061030,Astra 4000U
16061220,Genesys Logic Scanner Controller NT5.0
16062010,AstraCam Digital Camera
16062020,AstraCam 1000
16062030,AstraCam 1800 Digital Camera
16080001,EdgePort/4 Serial Port
16080002,Edgeport/8
16080003,Rapidport/4
16080004,Edgeport/4
16080005,Edgeport/2
16080006,Edgeport/4i
16080007,Edgeport/2i
16080008,Edgeport/8
1608000C,Edgeport/421
1608000D,Edgeport/21
1608000E,Edgeport/4
1608000F,Edgeport/8
16080010,Edgeport/2
16080011,Edgeport/4
16080012,Edgeport/416
16080014,Edgeport/8i
16080018,Edgeport/412
16080019,Edgeport/412
1608001A,Edgeport/2+2i
16080101,Edgeport/4
16080105,Edgeport/2
16080106,Edgeport/4i
16080107,Edgeport/2i
1608010C,Edgeport/421
1608010D,Edgeport/21
16080110,Edgeport/2
16080111,Edgeport/4
16080112,Edgeport/416
16080114,Edgeport/8i
16080201,Edgeport/4
16080203,Rapidport/4
16080204,Edgeport/4
16080205,Edgeport/2
16080206,Edgeport/4i
16080207,Edgeport/2i
1608020C,Edgeport/421
1608020D,Edgeport/21
1608020E,Edgeport/4
1608020F,Edgeport/8
16080210,Edgeport/2
16080211,Edgeport/4
16080212,Edgeport/416
16080214,Edgeport/8i
16080215,Edgeport/1
16080216,EPOS/44
16080217,Edgeport/42
1608021A,Edgeport/2+2i
1608021B,Edgeport/2c
1608021C,Edgeport/221c
1608021D,Edgeport/22c
1608021E,Edgeport/21c
1608021F,Edgeport/62
16080240,Edgeport/1
16080241,Edgeport/1i
16080242,Edgeport/4s
16080243,Edgeport/8s
16080244,Edgeport/8
16080245,Edgeport/22c
16080301,Watchport/P
16080302,Watchport/M
16080303,Watchport/W
16080304,Watchport/T
16080305,Watchport/H
16080306,Watchport/E
16080307,Watchport/L
16080308,Watchport/R
16080309,Watchport/A
1608030A,Watchport/D
1608030B,Watchport/D
1608030C,Power Management Port
1608030E,Power Management Port
1608030F,Watchport/G
16080310,Watchport/Tc
16080311,Watchport/Hc
16081403,MultiTech Systems MT4X56 Modem
16081A17,Agilent Technologies (E6473)
160A3184,VIA VNT-6656 [WiFi 802.11b/g USB Dongle]
160E0001,E2USBKey
16140404,WMA9109 UMTS Phone
16140600,Vodafone VDA GPS / Toschiba Protege G710
16140804,WP-S1 Phone
16300005,802.11g Wireless Adapter [Intersil ISL3886]
16300011,PC Port 10 Mps Adapter
1630FF81,802.11b Wireless Adapter [Lucent/Agere Hermes I]
16316200,GWUSB2E
1631C019,RT2573
16450001,1S Serial Port
16450002,2S Serial Port
16450003,1S25 Serial Port
16450004,4S Serial Port
16450005,E45 Ethernet [klsi]
16450006,Parallel Port
16450007,U1-SC25 SCSI
16450008,Ethernet
16450016,Bi-directional to Parallel Printer Converter
16450080,1 port to Serial Converter
16450081,1 port to Serial Converter
16450093,1S9 Serial Port
16458000,EZ-USB
16458001,1 port to Serial
16458002,2x Serial Port
16458003,1 port to Serial
16458004,2U4S serial/usb hub
16458005,Ethernet
16458080,1 port to Serial
16458081,1 port to Serial
16458093,PortGear Serial Port
16490102,uDART In-Circuit Debugger
16490200,SpYder USBSPYDER08
164C0101,mvBlueFOX camera (no firmware)
164C0103,mvBlueFOX camera
164C0201,mvBlueLYNX-X intelligent camera (bootloader)
164C0203,mvBlueLYNX-X intelligent camera
16573150,SIS3150 USB2.0 to VME interface
165B8101,Tranzport Control Surface
165BFAD1,Alphatrack Control Surface
165C0002,Serial Adapter
16680009,Gateway
16680333,Modem
16680358,InternetPhoneWizard
16680405,Gateway
16680408,Prism2.5 802.11b Adapter
16680413,Gateway
16680421,Prism2.5 802.11b Adapter
16680441,IBM Integrated Bluetooth II
16680500,BTM200B BlueTooth Adapter
16681050,802UIG-1 802.11g Wireless Mini Adapter [Intersil ISL3887]
16681200,802AIN Wireless N Network Adapter [Atheros AR9170+AR9101]
16681441,IBM Integrated Bluetooth II
16682441,BMDC-2 IBM Bluetooth III w.56k
16683441,IBM Integrated Bluetooth III
16686010,Gateway
16686097,802.11b Wireless Adapter
16686106,802UI3(B) 802.11b Wireless Adapter [Intersil PRISM 3]
16687605,UAT1 Wireless Ethernet Adapter
16691001,uLan2USB Converter - PS1 protocol
166A0101,C-Bus Multi-room Audio Matrix Switcher
166A0201,C-Bus Pascal Automation Controller
166A0301,C-Bus Wireless PC Interface
166A0303,C-Bus interface
166A0304,C-Bus Black and White Touchscreen
166A0305,C-Bus Spectrum Colour Touchscreen
166A0401,C-Bus Architectural Dimmer
16770103,Token
16792001,Beagle Protocol Analyzer
16792002,Cheetah SPI Host Adapter
1680A332,DVB-T Dongle [RTL2832U]
16810001,Tuner's Dashboard
16810002,Tubachron
16850200,Infrared adapter
16860045,H4 Digital Recorder
16875289,FlashDisk
16876211,FlashDisk
1689FD00,Onza Tournament Edition controller
168C0001,AR5523
168C0002,AR5523 (no firmware)
16900001,Arcaze Gamepad
16900101,Creative Modem Blaster DE5670
16900102,V1456 VQE-R2 Modem [conexant]
16900103,1456 VQE-R3 Modem [conexant]
16900104,HCF V90 Data Fax RTAD Modem
16900107,HCF V.90 Data,Fax,RTAD Modem
16900109,MagicXpress V.90 Pocket Modem [conexant]
16900203,Voyager ADSL Modem Loader
16900204,Voyager ADSL Modem
16900205,DSL Modem
16900206,GlobeSpan ADSL WAN Modem
16900208,DSL Modem
16900209,Voyager 100 ADSL Modem
16900211,Globespan Virata ADSL LAN Modem
16900212,DSL Modem
16900213,HM121d DSL Modem
16900214,HM121d DSL Modem
16900215,Voyager 105 ADSL Modem
16900701,WLAN
16900710,SMCWUSBT-G
16900711,SMCWUSBT-G (no firmware)
16900712,AR5523
16900713,AR5523 (no firmware)
16900715,Name: Voyager 1055 Laptop 802.11g Adapter [Broadcom 4320]
16900722,RT2573
16900726,Wi-Fi Wireless LAN Adapter
16900740,802.11n Wireless LAN Card
16900901,Voyager 205 ADSL Router
16A63000,VTG-3xxx Video Test Generator family
16A64000,VTG-4xxx Video Test Generator family
16A65000,VTG-5xxx Video Test Generator family
16A65001,VTG-5xxx Special (update) mode of VTG-5xxx family
16AB7801,AR5523
16AB7802,AR5523 (no firmware)
16AB7811,AR5523
16AB7812,AR5523 (no firmware)
16B40801,U43
16B50002,Otto driving companion
16C003E8,free for internal lab use 1000
16C003E9,free for internal lab use 1001
16C003EA,free for internal lab use 1002
16C003EB,free for internal lab use 1003
16C003EC,free for internal lab use 1004
16C003ED,free for internal lab use 1005
16C003EE,free for internal lab use 1006
16C003EF,free for internal lab use 1007
16C003F0,free for internal lab use 1008
16C003F1,free for internal lab use 1009
16C00477,Teensy Rebootor
16C00478,Teensy Halfkay Bootloader
16C00479,Teensy Debug
16C0047A,Teensy Serial
16C0047B,Teensy Serial+Debug
16C0047C,Teensy Keyboard
16C0047D,Teensy Keyboard+Debug
16C0047E,Teensy Mouse
16C0047F,Teensy Mouse+Debug
16C00480,Teensy RawHID
16C00481,Teensy RawHID+Debug
16C00482,Teensyduino Keyboard+Mouse+Joystick
16C00483,Teensyduino Serial
16C00484,Teensyduino Disk
16C00485,Teensyduino MIDI
16C00486,Teensyduino RawHID
16C00487,Teensyduino Serial+Keyboard+Mouse+Joystick
16C00488,Teensyduino Flight Sim Controls
16C005DC,shared ID for use with libusb
16C005DD,BlackcatUSB2
16C005DF,HID device except mice, keyboards, and joysticks
16C005E1,Free shared USB VID/PID pair for CDC devices
16C005E4,Free shared USB VID/PID pair for MIDI devices
16C006B4,USB2LPT with 2 interfaces
16C006B5,USB2LPT with 3 interfaces (native, HID, printer)
16C0076B,OpenPCD 13.56MHz RFID Reader
16C0076C,OpenPICC 13.56MHz RFID Simulator (native)
16C008AC,OpenBeacon USB stick
16C008CA,Alpermann+Velte Universal Display
16C008CB,Alpermann+Velte Studio Clock
16C008CC,Alpermann+Velte SAM7S MT Boot Loader
16C008CD,Alpermann+Velte SAM7X MT Boot Loader
16C00A32,jbmedia Light-Manager Pro
16C027D8,libusb-bound devices
16C027D9,HID device except mice, keyboards, and joysticks
16C027DA,Mouse
16C027DB,Keyboard
16C027DC,Joystick
16C027DD,CDC-ACM class devices (modems)
16C027DE,MIDI class devices
16C0294A,Eye Movement Recorder [Visagraph]
16C0294B,Eye Movement Recorder [ReadAlyzer]
16CA1502,Bluetooth Dongle
16D00498,Braintechnology USB-LPS
16D00504,RETRO Innovations ZoomFloppy
16D0054B,GrauTec ReelBox OLED Display (external)
16D005BE,EasyLogic Board
16D00753,Digistump DigiSpark
16D0075C,AB-1.x UAC1 [Audio Widget]
16D0075D,AB-1.x UAC2 [Audio Widget]
16D56202,CDMA/UMTS/GPRS modem
16D56501,CDMA 2000 1xRTT/EV-DO Modem
16D56502,CDMA/UMTS/GPRS modem
16D68000,GDP-04 desktop phone
16D68001,EYE-02
16D68003,GDP-04 modem
16D68004,Bootloader
16D68005,GDP-04i
16D68007,BTP-06 modem
16D85141,CMOTECH CDMA Technologies modem
16D85533,CCU-550 CDMA EV-DO modem
16D85543,CDMA 2000 1xRTT/1xEVDO modem
16D86280,CMOTECH CDMA Technologies modem
16D86803,CNU-680 CDMA EV-DO modem
16D88001,Gobi 2000 Wireless Modem (QDL mode)
16D88002,Gobi 2000 Wireless Modem
16DC0001,CC
16DC000B,VM
16DC0010,PL512 Power Supply System
16DC0011,MARATON Power Supply System
16DC0012,MPOD Multi Channel Power Supply System
16DC0015,CML Control, Measurement and Data Logging System
16F00001,Speedlink Programming Interface
16F00003,Airlink Wireless Programming Interface
170B0011,MIDI-USB 1x1
17261000,wireless modem
17262000,wireless modem
17263000,wireless modem
172F0022,Tablet
172F0024,Tablet
172F0025,Tablet
172F0026,Tablet
172F0031,Slim Tablet 12.1
172F0032,Slim Tablet 5.8
172F0034,Slim Tablet 12.1
172F0038,Genius G-Pen F509
172F0500,Media Tablet 14.1
172F0501,Media Tablet 10.6
172F0502,Sirius Battery Free Tablet
17330101,RF Wireless Optical Mouse OP-701
17370039,USB1000 Gigabit Notebook Adapter
17370070,WUSB100 v1 RangePlus Wireless Network Adapter [Ralink RT2870]
17370071,WUSB600N v1 Dual-Band Wireless-N Network Adapter [Ralink RT2870]
17370073,WUSB54GC v2 802.11g Adapter [Realtek RTL8187B]
17370075,WUSB54GSC v2 802.11g Adapter [Broadcom 4326U]
17370077,WUSB54GC v3 802.11g Adapter [Ralink RT2070L]
17370078,WUSB100 v2 RangePlus Wireless Network Adapter [Ralink RT3070]
17370079,WUSB600N v2 Dual-Band Wireless-N Network Adapter [Ralink RT3572]
17400605,LevelOne WUA-0605 N_Max Wireless USB Adapter
17400615,LevelOne WUA-0615 N_Max Wireless USB Adapter
17401000,NUB-350 802.11g Wireless Adapter [Intersil ISL3887]
17402000,NUB-8301 802.11bg
17403701,EUB-3701 EXT 802.11g Wireless Adapter [Ralink RT2571W]
17409603,RTL8188S WLAN Adapter
17409701,EnGenius 802.11n Wireless USB Adapter
17409702,EnGenius 802.11n Wireless USB Adapter
17409703,EnGenius 802.11n Wireless USB Adapter
17409705,EnGenius 802.11n Wireless USB Adapter
17409706,EUB9706 802.11n Wireless Adapter [Ralink RT3072]
17409801,EUB9801 802.11abgn Wireless Adapter [Ralink RT3572]
174C5106,Transcend StoreJet 25M3
174C55AA,ASMedia 2105 SATA bridge
174F1105,SM-MS/Pro-MMC-XD Card Reader
174F110B,HP Webcam
174F1403,Integrated Webcam
174F1404,USB Camera device, 1.3 MPixel Web Cam
174F5212,USB 2.0 UVC PC Camera
174F5A11,PC Camera
174F5A31,Sonix USB 2.0 Camera
174F5A35,Sonix 1.3MPixel USB 2.0 Camera
174F6A31,Web Cam - Asus A8J, F3S, F5R, VX2S, V1S
174F6A33,Web Cam - Asus F3SA, F9J, F9S
174F6A51,2.0MPixel Web Cam - Asus Z96J, Z96S, S96S
174F6A54,Web Cam
174F6D51,2.0Mpixel Web Cam - Eurocom D900C
174F8A12,Syntek 0.3MPixel USB 2.0 UVC PC Camera
174F8A33,Syntek USB 2.0 UVC PC Camera
174FA311,1.3MPixel Web Cam - Asus A3A, A6J, A6K, A6M, A6R, A6T, A6V, A7T, A7sv, A7U
174FA312,1.3MPixel Web Cam
174FA821,Web Cam - Packard Bell BU45, PB Easynote MX66-208W
174FAA11,Web Cam
1753C901,PPC900 Pinpad Terminal
17610B05,802.11n Network Adapter (wrong ID - swapped vendor and device)
1776501C,300K CMOS Camera
177F0004,MM004V5 Photo Key Chain (Digital Photo Frame) 1.5
177F0153,LW153 802.11n Adapter [ralink rt3070]
177F0154,LW154 802.11bgn (1x1:1) Wireless Adapter [Realtek RTL8188SU]
177F0313,LW313 802.11n Adapter [ralink rt2770 + rt2720]
1781083E,MetaGeek Wi-Spy
1781083F,MetaGeek Wi-Spy 2.4x
17810938,Iguanaworks USB IR Transceiver
17810C30,Telldus TellStick
17810C31,Telldus TellStick Duo
17810C9F,USBtiny
17840001,eHome Infrared Transceiver
17840004,RF Combo Device
17840006,eHome Infrared Transceiver
17840007,eHome Infrared Transceiver
17840008,eHome Infrared Transceiver
1784000A,eHome Infrared Transceiver
17840011,eHome Infrared Transceiver
17997051,Belkin F5D7051 802.11g Adapter v1000 [Broadcom 4320]
17998051,Belkin F5D8051 v2 802.11bgn Wireless Adapter [Marvell 88W8362]
179D0010,Internal Infrared Transceiver
17A00001,C01U condenser microphone
17A00002,Q1U dynamic microphone
17A00100,C03U multi-pattern microphone
17A00101,UB1 boundary microphone
17A00200,StudioDock monitors (internal hub)
17A00201,StudioDock monitors (audio)
17A00301,Q2U handheld microphone with XLR
17A00302,GoMic compact condenser microphone
17A00310,Meteor condenser microphone
17A40001,Performance Monitor 3
17A40002,Performance Monitor 4
17A80001,Optical Eye/3-wire
17A80005,M-Bus Master MultiPort 250D
17B30004,Linux-USB Midi Gadget
17BA0001,SAU510-USB [no firmware]
17BA0510,SAU510-USB and SAU510-USB plus JTAG Emulators
17BA0511,SAU510-USB Iso Plus JTAG Emulator
17BA0520,SAU510-USB Nano JTAG Emulator
17BA1511,Onboard Emulator on SAUModule development kit
17CC041C,Audio 2 DJ
17CC0808,Maschine Controller
17CC0815,Audio Kontrol 1
17CC0839,Audio 4 DJ
17CC0D8D,Guitarrig Mobile
17CC1915,Session I/O
17CC1940,RigKontrol3
17CC1969,RigKontrol2
17CC1978,Audio 8 DJ
17CC2280,Medion MDPNA1500 in card reader mode
17CC2305,Traktor Kontrol X1
17CC4711,Kore Controller
17CC4712,Kore Controller 2
17CCBAFF,Traktor Kontrol S4
17E90051,USB VGA Adaptor
17E90377,Plugable UD-160-A (M)
17E90378,Plugable UGA-2K-A
17E90379,Plugable UGA-125
17E9037A,Plugable UGA-165
17E9037B,Plugable USB-VGA-165
17E9037C,Plugable DC-125
17E9037D,Plugable USB2-HDMI-165
17E9430A,HP Port Replicator (Composite Device)
17EF1003,Integrated Smart Card Reader
17EF1004,Integrated Webcam
17EF100A,ThinkPad Mini Dock Plus Series 3
17EF3815,ChipsBnk 2GB USB Stick
17EF4802,Lenovo Vc0323+MI1310_SOC Camera
17EF4807,UVC Camera
17EF480C,Integrated Webcam
17EF480D,Integrated Webcam [R5U877]
17EF480E,Integrated Webcam [R5U877]
17EF480F,Integrated Webcam [R5U877]
17EF4810,Integrated Webcam [R5U877]
17EF4811,Integrated Webcam [R5U877]
17EF4812,Integrated Webcam [R5U877]
17EF4813,Integrated Webcam [R5U877]
17EF4814,Integrated Webcam [R5U877]
17EF4815,Integrated Webcam [R5U877]
17EF481C,Integrated Webcam
17EF481D,Integrated Webcam
17EF6007,Smartcard Keyboard
17EF6009,ThinkPad Keyboard with TrackPoint
17EF6014,Mini Wireless Keyboard N5901
17EF7423,IdeaPad A1 Tablet
17EF7435,A789 (Mass Storage mode, with debug)
17EF743A,A789 (Mass Storage mode)
17EF7497,A789 (MTP mode)
17EF7498,A789 (MTP mode, with debug)
17EF749A,A789 (PTP mode)
17EF749B,A789 (PTP mode, with debug)
17F4AAAA,Jazz Blood Glucose Meter
17F60709,Model M Keyboard
18094604,USB-4604
18094761,USB-4761 Portable Data Acquisition Module
18223201,VisionDTV USB-Ter/HAMA USB DVB-T device cold
18223202,VisionDTV USB-Ter/HAMA USB DVB-T device warm
183D0010,VoiceKey
18527922,Audiotrak DR.DAC2 DX [GYROCOM C&C]
185B3020,K100 Infrared Receiver
185B3082,K100 Infrared Receiver v2
185BD000,Compro Videomate DVB-U2000 - DVB-T USB cold
185BD001,Compro Videomate DVB-U2000 - DVB-T USB warm
18700001,iNexio Touchscreen controller
18710101,UVC camera (Bresser microscope)
18710D01,USB2.0 Camera
1873EE93,EasyLogger
187C0600,Dual Compatible Game Pad
187F0010,Stallar Board
187F0100,Stallar Board
187F0200,Nova A
187F0201,Nova B
187F0202,Nice
187F0300,Vega
187F0301,VeNice
18945632,Atek Tote Remote
18945641,TSAM-004 Presentation Remote
189F0002,Legato2 3D Scanner
18A40001,Snapshell IDR
18A50214,Portable Hard Drive
18A50216,External Hard Drive
18A50218,External Hard Drive
18A50227,Pocket Hard Drive
18A5022B,Portable Hard Drive (Store'n'Go)
18A50237,Portable Harddrive (500 GB)
18A50302,32GB Flash Drive
18B10037,Maxter Remote Control
18B41001,DUTV007
18B41002,EC168 (v5) based USB DVB-T receiver
18B41689,DUTV009
18B4FFFA,EC168 (v2) based USB DVB-T receiver
18B4FFFB,EC168 (v3) based USB DVB-T receiver
18C50002,CG-WLUSB2GO
18C50008,CG-WLUSB2GNR Corega Wireless USB Adapter
18C50012,CG-WLUSB10 Corega Wireless USB Adapter
18CDCAFE,Pico iMage
18D10D02,Celkon A88
18D12D00,Android-powered device in accessory mode
18D12D01,Android-powered device in accessory mode with ADB support
18D14E11,Nexus One
18D14E12,Nexus One (debug)
18D14E13,Nexus One (tether)
18D14E20,Nexus S (fastboot)
18D14E21,Nexus S
18D14E22,Nexus S (debug)
18D14E24,Nexus S (tether)
18D14E40,Nexus 7 (fastboot)
18D14E41,ASUS Nexus 7 (MTP modus)
18D14E42,Nexus 7 (debug)
18D14E43,ASUS Nexus 7 (PTP modus)
18D14EE1,Nexus 4
18D14EE2,Nexus 4 (debug)
18D14EE3,Nexus 4 (tether)
18D14EE4,Nexus 4 (debug + tether)
18D17102,Toshiba Thrive tablet
18D1B004,Pandigital / B&N Novel 9 tablet
18D901A0,B-Net 91 07
18DD1000,DocuPen RC800
18E37102,Multi Card Reader (Internal)
18E39101,All-in-1 Card Reader
18E39102,Multi Card Reader
18E39512,Webcam
18E86144,LR802UA 802.11b Wireless Adapter [ALi M4301AU]
18E86196,RT2573
18E86229,RT2573
18E86232,Wireless 802.11g 54Mbps Network Adapter [RTL8187]
18EA0002,DualHead2Go [Analog Edition]
18EA0004,TripleHead2Go [Digital Edition]
18EC3118,USB to IrDA adapter [ARK3116T]
18EC3188,ARK3188 UVC Webcam
18EC3299,Webcam Carrefour
18EC3366,Bresser Biolux NV
19081320,PhotoFrame PF-15-1
19152233,Linksys WUSB11 v2.8 802.11b Adapter [Atmel AT76C505]
19152234,Linksys WUSB54G v1 OEM 802.11g Adapter [Intersil ISL3886]
19152235,Linksys WUSB54GP v1 OEM 802.11g Adapter [Intersil ISL3886]
19152236,Linksys WUSB11 v3.0 802.11b Adapter [Intersil PRISM 3]
19260003,1900 HID Touchscreen
19260006,1950 HID Touchscreen
19260064,1950 HID Touchscreen
19260065,1950 HID Touchscreen
19260066,1950 HID Touchscreen
19260067,1950 HID Touchscreen
19260068,1950 HID Touchscreen
19260069,1950 HID Touchscreen
19260071,1950 HID Touchscreen
19260072,1950 HID Touchscreen
19260073,1950 HID Touchscreen
19260074,1950 HID Touchscreen
19260075,1950 HID Touchscreen
19260076,1950 HID Touchscreen
19260077,1950 HID Touchscreen
19260078,1950 HID Touchscreen
19260079,1950 HID Touchscreen
1926007A,1950 HID Touchscreen
1926007E,1950 HID Touchscreen
1926007F,1950 HID Touchscreen
19260080,1950 HID Touchscreen
19260081,1950 HID Touchscreen
19260082,1950 HID Touchscreen
19260083,1950 HID Touchscreen
19260084,1950 HID Touchscreen
19260085,1950 HID Touchscreen
